line	tomo	inv_no	shelfmark	date	place	sender	recipient	class	index_wording	key_route
44727	A	3182	A-25, f.30.	1522.07.10	Venecia	Alonso Sánchez		D	Texto descifrado de los tres documentos anteriores: Cartas de Alonso Sánchez, embajador de	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
44754	A	3184	A-25, f.33 a 41.	1522.07.07	Tortosa	Lope Hurtado de Mendoza	Carlos V	D	Original, con varios párrafos en cifra. Contiene una posdata, fechada en Tarragona el 11 de julio	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
44774	A	3185	A-25, f.43 a 48.	1522.07.07	Tortosa	Lope Hurtado de Mendoza	Carlos V	D	Texto descifrado del documento anterior: Carta de Lope Hurtado de Mendoza a Carlos V, en que	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
44865	A	3191	A-25, f.56.	1522.07.19	Venecia	Alonso Sánchez		P	Original, con su primer párrafo en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
44878	A	3192	A-25, f.58.	1522.07.19	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
44888	A	3193	A-25, f.60 y 61.	1522.07.19	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado del documento anterior: Carta de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
44986	A	3200	A-25, f.75.	1522.07.25	Venecia	Alonso Sánchez	Carlos V	P	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
45014	A	3202	A-25, f.79.	1522.07.25	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado del documento número 3200: Carta de Alonso Sánchez, embajador de Carlos V	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
45053	A	3205	A-25, f.85 a 89.	1522.07.26	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
45067	A	3206	A-25, f.91 y 92.	1522.07.26	Roma	Juan Manuel	Carlos V	D	Texto descifrado del documento anterior: Carta de Juan Manuel, embajador de Carlos V en Roma,	Ko.2 (Kolosova)
45082	A	3207	A-25, f.93 a 96.	1522.07.27	Tarragona	Lope Hurtado de Mendoza	Carlos V	D	Original, con varios pasajes en cifra, descifrados entre líneas, a lápiz, en letra del siglo pasado, al	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
45236		3217		1522.08.01	Roma	Juan Manuel	Carlos V	D	Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
45246	A	3218	A-25, f.119 a 122.	1522.08.01	Roma	Juan Manuel	Carlos V	D	Texto descifrado del documento anterior: Carta de Juan Manuel, embajador de Carlos V en Roma,	Ko.2 (Kolosova)
45345	A	3225	A-25, f.133 y 134.	1522.08.07	Venecia	Alonso Sánchez	Carlos V	P	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
45355	A	3226	A-25, f.135 y 136.	1522.08.07	Venecia	Alonso Sánchez	Carlos V	P	Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
45367	A	3227	A-25, f.137.	1522.08.07	Venecia	Alonso Sánchez		D	canciller de dicho Emperador, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
45379	A	3228	A-25, f.139.	1522.08.07	Venecia	Alonso Sánchez		D	Texto descifrado de los tres documentos anteriores: Cartas de Alonso Sánchez, embajador de	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
45395		3229		1522.08.07	Venecia	Alonso Sánchez	Carlos V	P	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
45405	A	3230	A-25, f.145 a 148.	1522.08.07	Venecia	Alonso Sánchez	Carlos V	D	Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
45417	A	3231	A-25, f.148	1522.08.07	Venecia	Alonso Sánchez		D	Texto descifrado de los dos documentos anteriores: Cartas de Alonso Sánchez, embajador de	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
45494	A	3236	A-25, f.156 y 157.	1522.08.15	Venecia	Alonso Sánchez	Carlos V	P	Original, en cifra, fracturado y con el texto mutilado.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
45508	A	3237	A-25, f.158 y 159.	1522.08.15	Venecia	Alonso Sánchez	Carlos V	P	Original, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
45566	A	3241	A-25, f.166.	1522.08.19	Génova	Lope Hurtado de Mendoza	Carlos V	P	Original, con un párrafo en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
45655	A	3248	A-25, f.180.	1522.08.27	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
45665	A	3249	A-25, f.182 a 189.	1522.08.27	Venecia	Alonso Sánchez	Carlos V	D	Su texto descifrado no se encuentra a continuación, como suele ser habitual.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
45683	A	3250	A-25, f.190 a 195.	1522.08.27	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado del documento anterior: Carta de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
45714	A	3252	A-25, f.198 a 205.	1522.08.31	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
45726	A	3253	A-25, f.206 a 208.	1522.08.31	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado del documento anterior: Carta de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
45889	A	3265	A-26, f.4 a 7.	1522.09.05	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
45899	A	3266	A-26, f.9,	1522.09.07	Carta de Fernando de Austria, rey de Hungría, a Carlos V, rogándole se permita a los comerciantes		Carlos V	P	Su texto descifrado no consta a continuación, como suele ser habitual.	none known
45948	A	3269	A-26, f.14 a 16.	1522.09.14	Génova	Lope Hurtado de Mendoza	Carlos V	D	Carta de Lope Hurtado de Mendoza a Carlos V, en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
45957	A	3270	A-26, f.18 y 19.	1522.09.14	Génova	Lope Hurtado de Mendoza	Carlos V	D	Texto descifrado del documento anterior: Carta de Lope Hurtado de Mendoza a Carlos V, en la que	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
45975	A	3271	A-26, f.20 y 21.	1522.09.16	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
45985	A	3272	A-26, f.22 y 23.	1522.09.16	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado del documento anterior: Carta de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
46159	A	3284	A-26, f.58.	1522.09.30	Roma	Abbot of Nájera (Fernando Marín)	Carlos V	D	Original, con un párrafo en cifra.	Ko.3 (Kolosova)
46185	A	3285	A-26, f.60.	1522.09.30	Roma	Pope Adrian VI	Carlos V	D	Texto descifrado del párrafo en cifra de la carta anterior, dirigida por el papa Adriano VI a Carlos V.	Ko.4 (Kolosova)
46195	A	3286	A-26, f.61 y 62.	1522.09.30	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
46203	A	3287	A-26, f.63 y 64.	1522.09.30	Roma	Juan Manuel	Carlos V	D	Texto descifrado del documento anterior: Carta de Juan Manuel, embajador de Carlos V en Roma,	Ko.2 (Kolosova)
46241	A	3290	A-26, f.68 a 70.	1522.10.03	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
46257	A	3291	A-26, f.72 a 74.	1522.10.03	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado del documento anterior: Carta de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
46276	A	3292	A-26, f.76.	1522.10.03	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
46286	A	3293	A-26, f.78, a	1522.10.04	Castro Nemi		Carlos V	P	El texto descifrado no consta a continuación, como suele ser habitual.	none known
46327	A	3296	A-26, f.83 a 86.	1522.10.08	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
46342	A	3297	A-26, f.89 a 92.	1522.10.08	Roma	Juan Manuel	Carlos V	D	Texto descifrado del documento anterior: Carta de Juan Manuel, embajador de Carlos V en Roma,	Ko.2 (Kolosova)
46491	A	3305	A-26, f.107 y 108.	1522.10.11	; 1522.10.15. Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
46507	A	3306	A-26, f.109 y 110.	1522.10.11	; 1522.10.15. Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado del documento anterior: Carta de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
46522	A	3307	A-26, f.111 a 115.	1522.10.15	Venecia	Alonso Sánchez	Carlos V	P	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
46532	A	3308	A-26, f.116 a 120.	1522.10.15	Venecia	Alonso Sánchez	Carlos V	D	Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
46544	A	3309	A-26, f.121 a 124.	1522.10.15	Venecia	Alonso Sánchez		D	Texto descifrado de los dos documentos anteriores: Cartas de Alonso Sánchez, embajador de	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
46572	A	3311	A-26, f.127 a 132.	1522.10.17	Roma	Duke of Sessa (Luis Fernández)		D	Original; en cifra, con algunos renglones en escritura corriente.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
46594	A	3312	A-26, f.133 a 137.	1522.10.17	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Texto descifrado del documento anterior: Carta de Luis Fernández de Córdoba, duque de Sesa,	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
46606	A	3313	A-26, f.139 a 141.	1522.10.23	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
46616	A	3314	A-26, f.143.	1522.10.24	Viglevani		Carlos V	D	El texto descifrado no se halla a continuación, como es habitual.	none known
46632	A	3315	A-26, f.144 a 146.	1522.10.26	Nápoles	Duke of Sessa (Luis Fernández)	Carlos V	D	Texto descifrado de una carta de Carlos de Lannoy, virrey de Nápoles, a Carlos V, en la que trata	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
46648	A	3316	A-26, f.146 a 147 v.	1522.10.26	Nápoles	Charles de Lannoy	Carlos V	D	Texto descifrado de una carta en cifra de Carlos de Lannoy, virrey de Nápoles, a Carlos V, en la	Ko.5 (Kolosova)
46984	A	3339	A-26, f.173.	1522.10.26	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
46994	A	3340	A-26, f.175.	1522.10.26	Nápoles	Charles de Lannoy	Carlos V	P	El texto descifrado no se halla a continuación, como suele ser habitual.	Ko.5 (Kolosova)
47016	A	3341	A-26, f.179 a 183.	1522.10.26	Nápoles	Charles de Lannoy	Carlos V	D	Carta de Carlos de Lannoy, virrey de Nápoles, a Carlos V, en cifra.	Ko.5 (Kolosova)
47025	A	3342	A-26, f.185.	1522.10.26	; 1522.10.28. Venecia	Alonso Sánchez	Carlos V	D	El texto descifrado se expone en el n£ 3316.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
47036	A	3343	A-26, f.187.	1522.10.26	; 1522.10.28. Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado del documento anterior: Carta de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
47048	A	3344	A-26, f.189 a 191.	1522.10.28	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
47058	A	3345	A-26, f.192 y 193.	1522.10.28	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado del documento anterior: Carta de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
47130	A	3351	A-26, f.215 a 219.	1522.10.31	Marino	Duke of Sessa (Luis Fernández)	Carlos V	P	Carta de Luis Fernández de Córdoba, duque de Sesa, a Carlos V, en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
47140	A	3352	A-26, f.221 a 225.	1522.10.31	Marino	Duke of Sessa (Luis Fernández)	Carlos V	D	en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
47152	A	3353	A-26, f.227 a 230.	1522.10.31	Marino	Duke of Sessa (Luis Fernández)		D	Texto descifrado del documento anterior: Carta de Luis Fernández de Córdoba, duque de Sesa, a	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
47198	A	3356	A-26, f.237 a 240.	1522.11.01	Roma	Lope Hurtado de Mendoza	Carlos V	D	Carta de Lope Hurtado de Mendoza a Carlos V, en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
47208	A	3357	A-26, f.241 y 242.	1522.11.01	Roma	Lope Hurtado de Mendoza	Carlos V	D	Texto descifrado del documento anterior: Carta de Lope Hurtado de Mendoza a Carlos V, en la que	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
47222	A	3358	A-26, f.243 y 244.	1522.11.03	Roma	Lope Hurtado de Mendoza	Carlos V	D	Carta de Lope Hurtado de Mendoza a Carlos V, en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
47232	A	3359	A-26, f.245.	1522.11.03	Roma	Lope Hurtado de Mendoza	Carlos V	D	Texto descifrado del documento anterior: Carta de Lope Hurtado de Mendoza a Carlos V,	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
47280	A	3362	A-26, f.252.	1522.11.07	Roma	Lope Hurtado de Mendoza	Carlos V	D	Carta de Lope Hurtado de Mendoza a Carlos V, en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
47292	A	3363	A-26, f.255.	1522.11.07	Roma	Lope Hurtado de Mendoza	Carlos V	D	Texto descifrado del documento anterior: Carta de Lope Hurtado de Mendoza a Carlos V, en la que	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
47306	A	3364	A-26, f.257 y 258.	1522.11.08	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
47316	A	3365	A-26, f.260 a 265.	1522.11.09	Roma	Lope Hurtado de Mendoza	Carlos V	P	El texto descifrado no se encuentra a continuación, como suele ser habitual.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
47338	A	3366	A-26, f.266.	1522.11.09	Roma	Lope Hurtado de Mendoza	Carlos V	D	Carta de Lope Hurtado de Mendoza a Carlos V, en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
47347	A	3367	A-26, f.268.	1522.11.09	Roma	Lope Hurtado de Mendoza	Carlos V	D	Texto descifrado del documento anterior: Carta de Lope Hurtado de Mendoza a Carlos V, en la que	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
47362	A	3368	A-26, f.269 y 270.	Sin data (1522). Sin lugar (Roma)	Carta de Lope Hurtado de Mendoza a Carlos V, en cifra.	Lope Hurtado de Mendoza	Carlos V	D	Carta de Lope Hurtado de Mendoza a Carlos V, en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
47371	A	3369	A-26, f.272.			Lope Hurtado de Mendoza	Carlos V	D	Texto descifrado del documento anterior: Carta de Lope Hurtado de Mendoza a Carlos V, en la que	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
47398	A	3371	A-26, f.276 a 278.	1522.11.13	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
47408	A	3372	A-26, f.280 y 281.	1522.11.13	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado del documento anterior: Carta de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
47544	A	3379	A-26, f.295.	1522.11.18	Roma	Lope Hurtado de Mendoza	Carlos V	P	Original, con parte en cifra, que se encuentra descifrada después.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
47577	A	3381	A-26, f.299.	1522.11.20	Venecia	Alonso Sánchez	Carlos V	P	Original, cuya segunda mitad está en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
47602	A	3383	A-26, f.303.	1522.11.13	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
47612	A	3384	A-26, f.305.	1522.11.13	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado del documento anterior: Carta de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
47626	A	3385	A-26, f.306.	1522.11.20	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de un párrafo de carta de Alonso Sánchez, embajador de Carlos V en Venecia,	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
47638	A	3386	A-26, f.307 a 312.	1522.11.20	Marino	Duke of Sessa (Luis Fernández)	Carlos V	P	Carta de Luis Fernández de Córdoba, duque de Sesa, a Carlos V, en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
47654	A	3387	A-26, f.313 a 320.	1522.11.20	Marino	Duke of Sessa (Luis Fernández)	Carlos V	D	a Carlos V, en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
47667	A	3388	A-26, f.323 a 329.	1522.11.20	Marino	Duke of Sessa (Luis Fernández)		D	Texto descifrado del documento anterior: Carta de Luis Fernández de Córdoba, duque de Sesa, a	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
47683	A	3389	A-26, f.331.	1522.11.21	Roma	Pope Adrian VI	Carlos V	P	Original, en castellano. El último párrafo, en cifra.	Ko.4 (Kolosova)
47706	A	3391	A-26, f.334.	1522.11.22	Roma	Lope Hurtado de Mendoza	Carlos V	D	Carta de Lope Hurtado de Mendoza a Carlos V, en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
47715	A	3392	A-26, f.336.	1522.11.22	Roma	Lope Hurtado de Mendoza	Carlos V	D	Texto descifrado del documento anterior: Carta de Lope Hurtado de Mendoza a Carlos V,	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
47735	A	3393	A-26, f.337.	1522.11.22	Roma	Pope Adrian VI	Carlos V	D	Carta del papa Adriano VI a Carlos V, en cifra.	Ko.4 (Kolosova)
47745	A	3394	A-26, f.339 a 341.	1522.11.30	Ferrara	Adorno(s)	Carlos V	P	El texto descifrado no se encuentra a continuación, como suele ser habitual.	Ko.11 (Kolosova)
47850	A	3401	A-26, f.354.	1522.12.16	Roma	Lope Hurtado de Mendoza	Carlos V	D	Carta de Lope Hurtado de Mendoza a Carlos V, en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
47859	A	3402	A-26, f.356.	1522.12.16	Roma	Lope Hurtado de Mendoza	Carlos V	D	Texto descifrado del documento anterior: Carta de Lope Hurtado de Mendoza a Carlos V, en que	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
47885	A	3404	A-26, f.359 a 362.	1522.12.17	Roma	Duke of Sessa (Luis Fernández)	Carlos V	D	Carta de Luis Fernández de Córdoba, duque de Sesa, a Carlos V, en cifra.	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
47903	A	3405	A-26, f.365 a 368.	1522.12.17	Roma	Duke of Sessa (Luis Fernández)		D	Texto descifrado del documento anterior: Carta de Luis Fernández de Córdoba, duque de Sesa, a	Ko.1 (Kolosova) -- check overlap with Bourdeau sessa1524 (Signatura 9/28-9/34)
47931	A	3407	A-26, f.371 a 375.	1522.12.23	Roma	Lope Hurtado de Mendoza	Carlos V	D	Carta de Lope Hurtado de Mendoza a Carlos V, en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
47940	A	3408	A-26, f.377 a 379.	1522.12.23	Roma	Lope Hurtado de Mendoza	Carlos V	D	Texto descifrado del documento anterior: Carta de Lope Hurtado de Mendoza a Carlos V, en la que	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
47969	A	3410	A-26, f.384.	1522.12.24	Milán	Abbot of Nájera (Fernando Marín)	Carlos V	D	Carta de Fernando Marín, abad de Nájera, a Carlos V, en cifra.	Ko.3 (Kolosova)
47985	A	3411	A-26, f.386.	1522.12.24	Milán	Abbot of Nájera (Fernando Marín)	Carlos V	D	Texto descifrado del documento anterior: Carta de Fernando Marín, abad de Nájera, a Carlos V, en	Ko.3 (Kolosova)
47998	A	3412	A-26, f.387 y 388.	1522.12.24	Milán	Abbot of Nájera (Fernando Marín)	Carlos V	D	Carta de Fernando Marín, abad de Nájera, a Carlos V, en cifra.	Ko.3 (Kolosova)
48007	A	3413	A-26, f.390 y 391.	1522.12.24	Milán	Abbot of Nájera (Fernando Marín)	Carlos V	D	Texto descifrado del documento anterior: Carta de Fernando Marín, abad de Nájera, a Carlos V, en	Ko.3 (Kolosova)
